Area_sqft,Property_BHK,Furnished_Status,Bathroom,Society,Price_(lacks),Status,House_floor,Building_floor,Floor_Category
626,2,Unfurnished,2,Alfa Landmark,43.0,Ready to Move,8,12,Mid
648,2,Semi-Furnished,2,Alfa Landmark,45.0,Ready to Move,9,12,Top
441,1,Unfurnished,1,Alfa Landmark,32.0,Ready to Move,8,13,Mid
441,1,Furnished,1,Alfa Landmark,35.0,Ready to Move,9,10,Top
428,1,Unfurnished,1,Alfa Landmark,32.0,Ready to Move,8,10,Top
436,1,Unfurnished,1,Aryavedant Residency,38.0,Ready to Move,4,6,Mid
454,1,Semi-Furnished,2,Shiv Sai Vishwa,60.0,Ready to Move,3,7,Mid
346,1,Unfurnished,1,Shiv Sai Vishwa,56.0,Ready to Move,2,8,Mid
475,1,Semi-Furnished,1,Indu Heights,34.0,Ready to Move,4,11,Mid
518,1,Semi-Furnished,1,Vishwavihar,37.0,Ready to Move,7,10,Mid
288,1,Furnished,1,Laxmi Heights,42.0,Ready to Move,3,8,Mid
540,1,Unfurnished,2,Sunrise Fortune,37.0,Ready to Move,1,5,Low
472,1,Semi-Furnished,1,Sunrise Fortune,35.0,Ready to Move,2,4,Mid
634,2,Unfurnished,2,Shree Sai Swapna Nagari,26.0,Ready to Move,3,3,Top
612,2,Unfurnished,2,Shree Sai Swapna Nagari,25.0,Ready to Move,5,6,Top
702,2,Unfurnished,2,Shree Sai Swapna Nagari,32.0,Ready to Move,9,12,Top
612,2,Unfurnished,2,Shree Sai Swapna Nagari,25.0,Ready to Move,5,7,Mid
706,2,Semi-Furnished,2,Aurum Vatika Phase 2,63.0,Ready to Move,3,5,Mid
371,1,Semi-Furnished,1,Radhika Park,30.0,Ready to Move,2,6,Mid
755,2,Unfurnished,2,Dream Lynnea,42.0,Ready to Move,10,12,Top
436,1,Unfurnished,1,Guruchaya Residency,50.0,Ready to Move,2,3,Mid
379,1,Unfurnished,1,Naiknavare Dwarka Township,16.8,Ready to Move,2,4,Mid
408,1,Unfurnished,1,Naiknavare Dwarka Township,17.5,Ready to Move,3,7,Mid
432,1,Semi-Furnished,1,Naiknavare Dwarka Township,22.0,Ready to Move,1,5,Low
403,1,Unfurnished,1,Naiknavare Dwarka Township,19.0,Ready to Move,3,8,Mid
382,1,Unfurnished,1,Naiknavare Dwarka Township,18.0,Ready to Move,2,4,Mid
303,1,Unfurnished,1,Naiknavare Dwarka Township,16.0,Ready to Move,8,8,Top
2160,3,Semi-Furnished,3,Nandan Festiva,500.0,Ready to Move,5,12,Mid
765,2,Semi-Furnished,2,Nilesh Samruddhi,55.0,Ready to Move,7,12,Mid
396,1,Semi-Furnished,1,Panchavati Nest,35.0,Ready to Move,2,5,Mid
655,2,Unfurnished,2,Pushpa Pearl,52.0,Ready to Move,5,8,Mid
720,2,Furnished,2,G Corp Hillside,45.0,Ready to Move,7,8,Top
714,2,Unfurnished,2,Gagan Micasaa,55.0,Ready to Move,2,12,Low
828,2,Furnished,2,Gagan Micasaa,55.0,Ready to Move,1,15,Low
714,2,Unfurnished,2,Gagan Micasaa,50.0,Ready to Move,8,14,Mid
612,2,Unfurnished,2,Gagan Akanksha,30.0,Ready to Move,6,7,Top
565,2,Unfurnished,2,Gagan Akanksha,32.0,Ready to Move,4,8,Mid
536,2,Unfurnished,2,Gagan Akanksha,40.0,Ready to Move,5,7,Mid
536,2,Unfurnished,2,Gagan Akanksha,35.0,Ready to Move,3,7,Mid
432,1,Unfurnished,1,Ganga Aria,40.0,Ready to Move,3,15,Top
900,2,Semi-Furnished,2,Siddhartha Tower,60.0,Ready to Move,2,7,Mid
459,1,Semi-Furnished,1,Kanchan Comfortz,38.0,Ready to Move,1,8,Low
449,1,Semi-Furnished,1,Kanchan Comfortz,40.0,Ready to Move,2,9,Low
1134,3,Semi-Furnished,3,Karia Konark Meadows,105.0,Ready to Move,3,11,Mid
901,1,Semi-Furnished,3,Kasturi Eon Homes,130.0,Ready to Move,3,20,Mid
473,1,Unfurnished,1,Kate Hollyhock City,35.0,Ready to Move,5,9,Mid
473,1,Unfurnished,1,Kate Hollyhock City,35.0,Ready to Move,7,9,Top
360,1,Semi-Furnished,1,Kate Hollyhock City,40.0,Ready to Move,9,10,Top
684,2,Semi-Furnished,2,Unique Enclave,75.0,Ready to Move,4,5,Top
821,2,Furnished,2,Unique Enclave,95.0,Ready to Move,3,4,Top
660,2,Unfurnished,2,Kaypee 14 Plus,40.0,Ready to Move,2,4,Mid
639,2,Semi-Furnished,2,Saudagar Garden,45.0,Ready to Move,4,7,Mid
621,2,Unfurnished,2,Bhujbal Dew Drops,40.0,Ready to Move,3,4,Top
612,2,Unfurnished,2,Aqua Blue,60.0,Ready to Move,1,11,Low
755,2,Unfurnished,2,Aqua Blue,62.0,Ready to Move,4,12,Mid
498,1,Unfurnished,1,Hemant Sunville,40.0,Ready to Move,5,10,Mid
639,2,Unfurnished,2,Hemant Sunville,52.0,Ready to Move,1,13,Low
468,1,Semi-Furnished,1,Ceratec City,32.0,Ready to Move,6,11,Mid
763,2,Unfurnished,2,Chandan Colozium,70.0,Ready to Move,4,12,Mid
989,3,Unfurnished,3,Oriana,120.0,Ready to Move,5,11,Mid
648,2,Unfurnished,2,Sunshine,40.0,Ready to Move,5,9,Mid
814,2,Unfurnished,2,Clover Casablanca,42.0,Ready to Move,1,5,Low
288,1,Furnished,1,Clover Casablanca,35.0,Ready to Move,4,4,Top
527,1,Semi-Furnished,1,Shaurya Homes,42.0,Ready to Move,3,4,Top
310,2,Unfurnished,2,Dreams Nivara,28.0,Ready to Move,1,4,Mid
294,2,Unfurnished,2,Dreams Nivara,15.1,Ready to Move,3,4,Top
844,3,Unfurnished,2,Majestique City,70.0,Ready to Move,1,12,Low
658,2,Semi-Furnished,2,Ira,49.5,Ready to Move,11,12,Top
356,1,Unfurnished,1,Apla Ghar Ranjangaon,21.0,Ready to Move,3,7,Mid
464,1,Unfurnished,1,Aapla Ghar Lonikand,29.0,Ready to Move,4,12,Mid
1130,3,Furnished,2,Bhaveshwar Height,77.0,Ready to Move,3,13,Low
495,1,Semi-Furnished,1,Hir Ban Residency,34.0,Ready to Move,5,5,Top
472,1,Unfurnished,1,Gokulam,33.0,Ready to Move,6,6,Top
446,1,Semi-Furnished,1,Kesar Valley,32.0,Ready to Move,3,8,Mid
420,2,Unfurnished,2,Eiffel Xrbia,24.0,Ready to Move,7,7,Top
504,1,Unfurnished,2,Shri Sai 7th Heaven,36.0,Ready to Move,2,12,Low
497,1,Semi-Furnished,2,Shri Sai 7th Heaven,38.0,Ready to Move,6,12,Mid
726,2,Unfurnished,2,Tanish Icon,60.0,Ready to Move,4,10,Mid
461,1,Unfurnished,1,B U Bhandari Skyline,38.0,Ready to Move,4,5,Top
457,2,Semi-Furnished,2,Tanishq Apartment,55.0,Ready to Move,6,8,Top
612,2,Semi-Furnished,2,Mithila Nagari,60.0,Ready to Move,1,4,Mid
670,2,Unfurnished,2,Amber Classic,55.0,Ready to Move,3,11,Mid
504,2,Furnished,1,Yashada Siddhi,55.0,Ready to Move,2,3,Mid
634,2,Unfurnished,2,Sushrut Residency,54.0,Ready to Move,4,7,Mid
792,2,Unfurnished,2,Sukhwani Campus,110.0,Ready to Move,1,7,Low
684,2,Semi-Furnished,2,Sukhwani Campus,85.0,Ready to Move,1,6,Low
490,1,Unfurnished,1,Siddhant Shivshrushti,28.0,Ready to Move,1,4,Mid
418,1,Unfurnished,1,Shri Siddhi Sankalp Apartment,31.0,Ready to Move,1,6,Low
452,1,Semi-Furnished,1,Anjani Gaatha,30.0,Ready to Move,6,7,Top
468,1,Unfurnished,1,Anjani Gaatha,32.0,Ready to Move,7,7,Top
338,1,Furnished,1,Anjani Gaatha,43.0,Ready to Move,3,5,Mid
441,1,Unfurnished,1,Anjani Gaatha,27.0,Ready to Move,5,8,Mid
715,2,Furnished,2,Gagan Lawish,51.0,Ready to Move,1,12,Low
855,2,Unfurnished,2,Gagan Lawish,60.0,Ready to Move,3,11,Mid
706,2,Furnished,2,Sentosa Elysium,67.0,Ready to Move,2,7,Mid
446,1,Unfurnished,1,Kushal Swarnali,25.0,Ready to Move,4,11,Mid
360,1,Unfurnished,1,Kushal Swarnali,19.0,Ready to Move,10,12,Top
432,1,Unfurnished,1,Kushal Swarnali,25.0,Ready to Move,9,11,Top
648,2,Semi-Furnished,2,Kushal Swarnali,35.0,Ready to Move,10,12,Top
403,1,Furnished,1,Kushal Swarnali,24.0,Ready to Move,1,9,Low
430,1,Semi-Furnished,1,Kushal Swarnali,23.0,Ready to Move,9,12,Top
357,1,Unfurnished,1,Kushal Swarnali,17.0,Ready to Move,9,12,Top
658,2,Unfurnished,2,Kushal Swarnali,31.0,Ready to Move,10,11,Top
664,2,Unfurnished,2,Sonigara Blue Dice,55.0,Ready to Move,5,11,Mid
432,1,Unfurnished,1,Sonigara Excluzee,43.5,Ready to Move,3,8,Mid
576,2,Unfurnished,1,Sai Crest,62.0,Ready to Move,1,4,Mid
668,2,Unfurnished,2,Veronica Park,55.0,Ready to Move,7,8,Top
625,2,Semi-Furnished,2,Essen Aishwaryam Courtyard Phase 2,54.7,Ready to Move,2,14,Low
652,2,Unfurnished,2,ACME Alcina,65.0,Ready to Move,1,4,Mid
417,1,Semi-Furnished,1,MR Pride,31.0,Ready to Move,1,6,Low
552,2,Unfurnished,2,Ceratec Antara,40.0,Ready to Move,1,7,Low
310,1,Unfurnished,1,Aapla Ghar Talegaon Dhamdhere,16.0,Ready to Move,2,4,Mid
469,1,Unfurnished,1,Ratna Heritage,36.0,Ready to Move,7,7,Top
647,2,Semi-Furnished,2,Prakruti Heights,55.0,Ready to Move,3,5,Mid
540,2,Semi-Furnished,2,Prakruti Heights,42.0,Ready to Move,4,8,Mid
396,1,Unfurnished,1,Pitaram Classic,30.0,Ready to Move,1,4,Mid
468,1,Semi-Furnished,1,Pitaram Classic,30.0,Ready to Move,4,5,Top
407,1,Unfurnished,1,Omkar Garden,42.0,Ready to Move,1,4,Mid
403,1,Semi-Furnished,1,Nirmitee Nest,24.0,Ready to Move,5,5,Top
893,2,Furnished,2,Ganesh Shrishti,95.0,Ready to Move,1,5,Low
634,2,Semi-Furnished,2,Abhijit Park,52.0,Ready to Move,1,5,Low
673,2,Unfurnished,2,Spine City,32.0,Ready to Move,5,11,Mid
412,1,Unfurnished,1,Spine City,22.0,Ready to Move,7,8,Top
490,1,Semi-Furnished,1,Spine City,24.0,Ready to Move,5,7,Mid
918,2,Furnished,3,Kumar Galaxy,180.0,Ready to Move,5,6,Top
864,3,Furnished,3,Madhav Apartment,225.0,Ready to Move,1,1,Top
667,2,Unfurnished,2,Galaxy Vineet,60.0,Ready to Move,5,12,Mid
662,2,Unfurnished,2,Galaxy Vineet,70.0,Ready to Move,10,13,Top
439,1,Semi-Furnished,1,Galaxy Vineet,45.0,Ready to Move,10,12,Top
454,1,Unfurnished,1,Combines Splendour,56.0,Ready to Move,6,6,Top
752,2,Furnished,2,Guruprasad Castelsilano,80.0,Ready to Move,1,3,Mid
1008,3,Furnished,3,Bhuvan Bloomingdales Apartments,150.0,Ready to Move,2,6,Mid
712,2,Semi-Furnished,2,Ellora Elite,70.0,Ready to Move,2,4,Mid
767,2,Unfurnished,2,Parvati Park,70.0,Ready to Move,3,4,Top
468,1,Unfurnished,1,Omkar Park,40.0,Ready to Move,1,4,Mid
731,2,Unfurnished,2,Sairam Park,51.0,Ready to Move,3,4,Top
403,1,Unfurnished,1,Amber Park,33.0,Ready to Move,4,4,Top
384,1,Unfurnished,1,Rohan Park,25.0,Ready to Move,3,4,Top
475,1,Unfurnished,1,Sneha Vihar,27.0,Ready to Move,1,7,Low
449,1,Semi-Furnished,1,Sneha Vihar,26.5,Ready to Move,1,7,Low
432,1,Furnished,1,Sneha Vihar,21.0,Ready to Move,6,8,Top
410,1,Unfurnished,1,Disney Park,30.0,Ready to Move,2,7,Mid
1314,2,Unfurnished,2,Atharva Bliss,105.0,Ready to Move,1,8,Low
727,2,Semi-Furnished,2,Krishna Kunj,75.0,Ready to Move,3,5,Mid
695,2,Unfurnished,2,Krishna Kunj,40.0,Ready to Move,3,6,Mid
936,2,Furnished,2,Niyoshi Park,100.0,Ready to Move,3,3,Top
504,3,Semi-Furnished,2,Bhoir Estate,50.0,Ready to Move,1,4,Mid
713,2,Unfurnished,2,Sai Complex,35.0,Ready to Move,3,4,Top
119,1,Unfurnished,1,Sai Complex,15.0,Ready to Move,3,6,Mid
720,2,Semi-Furnished,2,Gagan Garima,85.0,Ready to Move,10,12,Top
720,2,Semi-Furnished,2,Sai Majestic,98.0,Ready to Move,6,7,Top
1080,3,Unfurnished,3,Sierra Vista,115.0,Ready to Move,3,7,Mid
378,1,Unfurnished,1,Shiv Classic,26.5,Ready to Move,6,7,Top
378,1,Semi-Furnished,1,Shiv Classic,27.0,Ready to Move,7,7,Top
331,1,Unfurnished,1,Shiv Classic,33.0,Ready to Move,5,8,Mid
468,1,Unfurnished,1,Laukik Ishaan,30.0,Ready to Move,4,5,Top
2059,3,Semi-Furnished,3,Swastik Ganga,600.0,Ready to Move,9,10,Top
1260,3,Furnished,1,Swastik Ganga,300.0,Ready to Move,10,14,Mid
792,2,Unfurnished,2,Omkar Heights,75.0,Ready to Move,2,4,Mid
435,1,Unfurnished,2,Omkar Heights,18.0,Ready to Move,1,5,Low
1764,4,Unfurnished,3,Sawant Vihar,150.0,Ready to Move,1,5,Low
649,2,Furnished,2,Tamarind Park,56.0,Ready to Move,5,12,Mid
410,1,Unfurnished,1,Indrayani Heights,14.0,Ready to Move,2,4,Mid
684,2,Unfurnished,2,Prakash Florence,80.0,Ready to Move,1,7,Low
605,2,Unfurnished,1,Nakshatra,30.0,Ready to Move,1,8,Low
587,1,Unfurnished,1,Citron,40.0,Ready to Move,8,12,Mid
684,2,Unfurnished,2,Venkatesh Paradise,39.0,Ready to Move,10,11,Top
1140,3,Unfurnished,3,Sai Avenue,110.0,Ready to Move,1,4,Mid
87,1,Unfurnished,1,VTP Urban Life,35.0,Ready to Move,4,12,Mid
652,2,Furnished,2,Sarthak Beaulieu,42.0,Ready to Move,8,9,Top
539,1,Unfurnished,1,Shekhar Heights,30.0,Ready to Move,1,6,Low
377,1,Furnished,1,Maruti Enclave,40.0,Ready to Move,1,5,Low
864,2,Semi-Furnished,2,Swapna Sankul,75.0,Ready to Move,1,6,Low
713,2,Unfurnished,2,Swapna Sankul,59.0,Ready to Move,6,8,Top
471,1,Semi-Furnished,1,Sovereign,38.0,Ready to Move,1,11,Low
648,2,Semi-Furnished,2,Radhika Vihar,45.0,Ready to Move,1,12,Low
706,2,Semi-Furnished,2,Kolosus Green City,50.0,Ready to Move,6,12,Mid
1070,3,Semi-Furnished,1,Tain Square,105.0,Ready to Move,9,11,Top
801,2,Unfurnished,2,Megapolis Splendour Smart Homes III,67.0,Ready to Move,5,14,Mid
672,2,Semi-Furnished,2,ArcVista,52.0,Ready to Move,8,11,Mid
491,1,Unfurnished,2,Shriram Paradise,30.0,Ready to Move,3,7,Mid
972,3,Semi-Furnished,3,Candy Floors,65.0,Ready to Move,7,11,Mid
698,2,Unfurnished,2,Shubhankar Durvaa,49.0,Ready to Move,3,12,Mid
683,2,Unfurnished,2,Siddhi Nisarg,70.0,Ready to Move,1,9,Low
720,3,Furnished,2,Sonigara Pearl,49.0,Ready to Move,4,5,Top
508,1,Unfurnished,1,Sonigara Pearl,35.0,Ready to Move,5,5,Top
428,1,Unfurnished,1,Sukhwani Palms,35.0,Ready to Move,1,8,Low
432,1,Unfurnished,1,Sukhwani Palms,32.0,Ready to Move,8,9,Top
454,1,Semi-Furnished,2,Sun Residency,43.0,Ready to Move,7,7,Top
576,2,Unfurnished,2,West Winds,75.0,Ready to Move,2,7,Mid
828,2,Furnished,2,Suyash Nisarg,65.0,Ready to Move,3,11,Mid
979,3,Unfurnished,3,Suyash Nisarg,70.0,Ready to Move,5,10,Mid
421,1,Unfurnished,1,Suyog Nisarg,32.0,Ready to Move,8,11,Mid
425,1,Semi-Furnished,1,Suyog Nisarg,32.0,Ready to Move,3,7,Mid
342,1,Unfurnished,1,Suyog Nisarg,32.0,Ready to Move,4,10,Mid
424,1,Unfurnished,1,Suyog Nisarg,39.0,Ready to Move,11,11,Top
428,1,Unfurnished,1,Suyog Nisarg,32.0,Ready to Move,11,11,Top
698,2,Unfurnished,2,Pristine Meadows,52.0,Ready to Move,4,5,Top
667,2,Semi-Furnished,2,Pristine East Winds,48.0,Ready to Move,4,4,Top
626,2,Unfurnished,2,Pristine East Winds,53.0,Ready to Move,2,4,Mid
677,2,Semi-Furnished,2,Green Estate,38.0,Ready to Move,9,10,Top
468,2,Unfurnished,2,Saarrthi Swadesh,29.0,Ready to Move,2,8,Mid
432,1,Unfurnished,1,Sanskar Heights,25.0,Ready to Move,4,11,Mid
950,3,Unfurnished,3,Celestino,100.0,Ready to Move,2,7,Mid
576,2,Semi-Furnished,2,Kalpataru Sudha Kalash,48.0,Ready to Move,4,5,Top
720,2,Unfurnished,2,Ozone Westend,25.0,Ready to Move,2,3,Mid
840,2,Unfurnished,2,Rawat Capstone,55.0,Ready to Move,6,9,Mid
684,2,Semi-Furnished,2,NEA Pure Homes,65.0,Ready to Move,2,8,Mid
511,2,Semi-Furnished,2,NEA Pure Homes,51.0,Ready to Move,1,6,Low
806,2,Semi-Furnished,2,Oxford Florida Estate,81.0,Ready to Move,1,7,Low
726,2,Semi-Furnished,2,Oxford Florida Estate,65.0,Ready to Move,2,6,Mid
588,2,Semi-Furnished,2,Yashraj Avenue,48.0,Ready to Move,4,5,Top
864,2,Semi-Furnished,2,Disha Horizon,150.0,Ready to Move,3,4,Top
900,3,Semi-Furnished,3,Mayur Panorama,100.0,Ready to Move,1,7,Low
922,3,Semi-Furnished,3,Mayur Panorama,79.0,Ready to Move,5,7,Mid
1188,3,Semi-Furnished,3,Kundan Estates,100.0,Ready to Move,6,7,Top
599,2,Semi-Furnished,2,Yashda Ambience,39.0,Ready to Move,1,4,Mid
950,2,Semi-Furnished,2,Ashoka Summit,75.0,Ready to Move,1,5,Low
900,2,Unfurnished,2,Ashoka Summit,45.0,Ready to Move,3,4,Top
612,2,Semi-Furnished,2,Akshay Chandan,55.0,Ready to Move,4,8,Mid
619,2,Furnished,2,Bhagwati Nagar,65.0,Ready to Move,6,6,Top
294,2,Unfurnished,2,Dreams Nivara,17.0,Ready to Move,2,3,Mid
612,2,Unfurnished,2,Dreams Wisteria,55.0,Ready to Move,8,10,Top
459,2,Unfurnished,1,Balaji Nisarg,20.0,Ready to Move,4,17,Low
459,2,Semi-Furnished,1,Balaji Nisarg,22.6,Ready to Move,1,6,Low
360,1,Semi-Furnished,1,Balaji Nisarg,14.0,Ready to Move,4,5,Top
334,1,Unfurnished,1,Balaji Nisarg,15.0,Ready to Move,3,4,Top
778,2,Semi-Furnished,2,The Almonds,75.0,Ready to Move,3,7,Mid
562,2,Furnished,2,Jaihind Residency,60.0,Ready to Move,2,8,Mid
641,2,Semi-Furnished,2,Jaihind Residency,60.0,Ready to Move,5,8,Mid
601,2,Unfurnished,2,Merlin Navyangan,32.0,Ready to Move,3,7,Low
403,1,Unfurnished,1,Aura City,16.0,Ready to Move,4,5,Top
387,1,Unfurnished,1,Aura City,19.0,Ready to Move,3,4,Top
864,2,Semi-Furnished,2,Regency Orion,100.0,Ready to Move,10,11,Top
446,1,Unfurnished,1,Pride Aashiyana Phase 2,39.5,Ready to Move,3,9,Mid
409,1,Unfurnished,1,AV Vitthal Empire,29.0,Ready to Move,2,6,Mid
958,2,Furnished,2,Montvert Avion,125.0,Ready to Move,3,19,Low
612,2,Unfurnished,2,Shree Siddhivinayak Park,32.0,Ready to Move,4,7,Mid
469,1,Unfurnished,1,Anshul Kosmos,27.5,Ready to Move,1,12,Low
533,1,Unfurnished,1,Anshul Kosmos,32.5,Ready to Move,4,12,Mid
506,1,Semi-Furnished,1,RK Life Space,47.0,Ready to Move,2,10,Low
698,2,Semi-Furnished,2,SunShree Society,60.0,Ready to Move,4,7,Mid
494,1,Semi-Furnished,1,Utsav Homes Bhosari,43.0,Ready to Move,1,14,Low
864,2,Unfurnished,2,Utsav Homes Bhosari,90.0,Ready to Move,6,13,Mid
360,1,Unfurnished,1,Aapla Ghar Shikrapur Township,16.5,Ready to Move,3,5,Mid
486,1,Unfurnished,1,Pharande Woodsville,37.0,Ready to Move,9,12,Top
533,2,Semi-Furnished,2,Oxy Evolve,44.0,Ready to Move,11,12,Top
698,2,Unfurnished,2,Oxy Evolve,50.0,Ready to Move,6,10,Mid
490,1,Semi-Furnished,1,Saad,32.0,Ready to Move,1,6,Low
252,1,Furnished,1,Playtor Rajgurunagar,12.5,Ready to Move,2,7,Mid
576,2,Unfurnished,2,Dream Homes,50.0,Ready to Move,4,6,Mid
720,2,Semi-Furnished,2,Dream Homes,36.0,Ready to Move,5,8,Mid
474,1,Unfurnished,1,Kamalraj Pasaydan,42.0,Ready to Move,8,11,Mid
473,1,Unfurnished,1,Krishna Icon,25.5,Ready to Move,6,8,Top
423,1,Unfurnished,1,Krishna Icon,20.0,Ready to Move,4,8,Mid
563,1,Unfurnished,2,Krishna Icon,25.0,Ready to Move,5,8,Mid
469,1,Semi-Furnished,1,Krishna Icon,18.0,Ready to Move,8,8,Top
472,1,Furnished,2,Goodwill Valencia,45.0,Ready to Move,5,11,Mid
1008,3,Semi-Furnished,2,Parijat,120.0,Ready to Move,2,7,Mid
936,3,Furnished,3,Shreeram Lotus,115.0,Ready to Move,4,4,Top
446,1,Unfurnished,1,Shreeram Lotus,34.5,Ready to Move,4,5,Top
770,2,Semi-Furnished,2,Sonigara Laurel,80.0,Ready to Move,10,10,Top
406,1,Unfurnished,1,Pratham Yash Residency,36.0,Ready to Move,8,9,Top
631,2,Unfurnished,2,Honeydew,33.0,Ready to Move,6,12,Mid
773,2,Semi-Furnished,2,I Build Florista County,55.0,Ready to Move,1,13,Low
756,2,Unfurnished,1,I Build Florista County,53.0,Ready to Move,4,14,Mid
756,2,Unfurnished,2,I Build Florista County,51.0,Ready to Move,4,13,Mid
684,2,Semi-Furnished,2,I Build Florista County,48.0,Ready to Move,7,13,Mid
648,1,Unfurnished,1,Konark Orchids,40.0,Ready to Move,5,7,Mid
673,2,Unfurnished,2,Ganesh Nisarg,65.0,Ready to Move,2,13,Low
864,2,Furnished,2,Satyam Prima,80.0,Ready to Move,5,12,Mid
483,1,Semi-Furnished,2,Alliance Nisarg Phase 2,47.0,Ready to Move,3,5,Mid
338,1,Unfurnished,1,Aldea Anexo,53.0,Ready to Move,3,11,Mid
407,1,Unfurnished,1,Vrindavan,20.0,Ready to Move,3,7,Mid
755,2,Semi-Furnished,2,Mangal Dhara,76.0,Ready to Move,10,10,Top
803,2,Unfurnished,2,Ela The Earth,98.0,Ready to Move,8,12,Mid
486,1,Unfurnished,1,Eastern Royale,30.0,Ready to Move,3,9,Mid
747,2,Unfurnished,2,Tulip Purple,65.0,Ready to Move,9,10,Top
756,2,Furnished,2,Tulip Purple,63.0,Ready to Move,9,11,Top
720,2,Semi-Furnished,2,Tulip Purple,61.0,Ready to Move,8,10,Top
396,1,Unfurnished,2,Galaxy Aangan,21.5,Ready to Move,4,7,Mid
644,2,Unfurnished,2,Shiv Sparsh City,65.0,Ready to Move,2,5,Mid
631,2,Unfurnished,2,Kesar Gandh,42.0,Ready to Move,3,6,Mid
360,1,Unfurnished,1,Sai Residency,20.0,Ready to Move,3,6,Mid
655,2,Semi-Furnished,2,Kate Estate,38.0,Ready to Move,10,11,Top
835,3,Semi-Furnished,2,ARV Imperia,55.0,Ready to Move,4,15,Mid
480,1,Unfurnished,1,Maple Aapla Ghar,30.0,Ready to Move,3,4,Top
475,1,Unfurnished,1,Vishal Viviana,51.0,Ready to Move,9,11,Top
356,1,Unfurnished,1,Ashapuri The Sacred Basil,25.0,Ready to Move,3,5,Mid
456,1,Semi-Furnished,1,Ashapuri The Sacred Basil,27.0,Ready to Move,2,4,Mid
410,1,Unfurnished,1,Sai Samarth,24.0,Ready to Move,1,4,Mid
505,2,Unfurnished,2,Vighnaharta Heights,40.0,Ready to Move,2,6,Mid
457,1,Unfurnished,1,Arunaren Residency,52.0,Ready to Move,5,7,Mid
396,1,Semi-Furnished,2,Sai Pearl,66.0,Ready to Move,1,12,Low
337,1,Semi-Furnished,1,Mayuri Optimum,30.0,Ready to Move,6,10,Mid
207,1,Unfurnished,1,Xrbia Chakan,17.0,Ready to Move,5,12,Mid
288,1,Unfurnished,1,Xrbia Chakan,18.5,Ready to Move,1,12,Low
432,1,Unfurnished,1,A and A Nisarg Residency,29.5,Ready to Move,3,4,Top
487,1,Unfurnished,1,A and A Nisarg Residency,35.0,Ready to Move,2,4,Mid
576,2,Unfurnished,2,Eco Valley Plus,28.0,Ready to Move,2,6,Mid
547,2,Semi-Furnished,2,Eco Valley Plus,32.0,Ready to Move,3,4,Top
403,1,Unfurnished,1,Eco Valley Plus,18.0,Ready to Move,3,7,Mid
729,2,Unfurnished,2,Micasaa Green Lifestyle,53.0,Ready to Move,8,12,Mid
673,2,Unfurnished,2,Castle Royale,65.0,Ready to Move,1,4,Mid
684,2,Unfurnished,2,Kedareshwar Residency,35.0,Ready to Move,1,5,Low
510,1,Unfurnished,1,Pristine Palms,18.5,Ready to Move,3,7,Mid
469,1,Unfurnished,1,Pristine Palms,23.5,Ready to Move,2,7,Mid
510,1,Unfurnished,1,Pristine Palms,22.0,Ready to Move,7,7,Top
490,1,Unfurnished,1,Pristine Palms,24.0,Ready to Move,2,7,Mid
482,1,Semi-Furnished,1,Rutu Sparsha,40.0,Ready to Move,1,8,Low
659,2,Semi-Furnished,2,Sukhwani Panorama,70.0,Ready to Move,7,12,Mid
652,2,Unfurnished,2,Sukhwani Panorama,75.0,Ready to Move,7,13,Mid
440,1,Furnished,1,Spine City,30.0,Ready to Move,6,8,Top
495,1,Unfurnished,1,SP Enterprises Mayur Heights,30.0,Ready to Move,4,6,Mid
395,1,Unfurnished,1,Samruddhi Palace,18.0,Ready to Move,2,7,Mid
832,2,Furnished,2,Paramount Garden,80.0,Ready to Move,6,7,Top
360,1,Unfurnished,1,Kanchan Plaza,40.0,Ready to Move,1,5,Low
504,1,Unfurnished,1,Kalpak Homes Katraj,40.0,Ready to Move,4,6,Mid
630,2,Semi-Furnished,2,Kalpak Homes Katraj,65.0,Ready to Move,1,6,Low
468,1,Semi-Furnished,1,Chandrakala Heights,30.0,Ready to Move,3,4,Top
378,1,Unfurnished,1,Vision City,18.0,Ready to Move,1,4,Mid
1094,4,Semi-Furnished,1,Vision City,50.0,Ready to Move,1,7,Low
1062,3,Furnished,3,Pride Purple Square,125.0,Ready to Move,7,7,Top
648,2,Unfurnished,2,Green Heights,48.0,Ready to Move,8,11,Mid
613,2,Semi-Furnished,2,Chintamani Vandan,38.0,Ready to Move,2,5,Mid
562,2,Semi-Furnished,2,Solace Park,60.0,Ready to Move,3,7,Mid
1163,3,Furnished,3,EVA BAWDHAN,170.0,Ready to Move,11,11,Top
708,2,Semi-Furnished,2,Sahyadri Shruberry,53.0,Ready to Move,1,10,Low
554,1,Unfurnished,1,Prithvi Sai Velocity,47.0,Ready to Move,7,14,Mid
560,2,Unfurnished,2,Kapil Dreams,34.5,Ready to Move,2,4,Mid
626,2,Unfurnished,2,Kalpvruksha,68.0,Ready to Move,11,12,Top
459,1,Unfurnished,1,Mayuri Anand,34.0,Ready to Move,4,6,Mid
720,2,Unfurnished,2,Acme ACME Selene,38.0,Ready to Move,10,11,Top
684,2,Unfurnished,2,Wel Home Galaxy,45.0,Ready to Move,3,4,Top
540,2,Unfurnished,2,Aishwarya Greens,42.0,Ready to Move,8,9,Top
